"X1","Year","URL"
"4",1943,"boxscores/194311210phi.htm"
"4",1943,"boxscores/194311280was.htm"
"4",1943,"boxscores/194311280crd.htm"
"4",1943,"boxscores/194311280nyg.htm"
"4",1943,"boxscores/194312050nyg.htm"
"4",1943,"boxscores/194312050phi.htm"
"4",1943,"boxscores/194312120was.htm"
"4",1943,"boxscores/194312190nyg.htm"
"4",1943,"boxscores/194312260chi.htm"
"5",1944,"boxscores/194409170gnb.htm"
"5",1944,"boxscores/194409240crd.htm"
"5",1944,"boxscores/194409240gnb.htm"
"5",1944,"boxscores/194409260byk.htm"
"5",1944,"boxscores/194410010gnb.htm"
"5",1944,"boxscores/194410080ram.htm"
"5",1944,"boxscores/194410080det.htm"
"5",1944,"boxscores/194410080phi.htm"
"5",1944,"boxscores/194410080gnb.htm"
"5",1944,"boxscores/194410080byk.htm"
"5",1944,"boxscores/194410150byk.htm"
"5",1944,"boxscores/194410150det.htm"
"5",1944,"boxscores/194410150bkn.htm"
"5",1944,"boxscores/194410150chi.htm"
"5",1944,"boxscores/194410220nyg.htm"
"5",1944,"boxscores/194410220phi.htm"
"5",1944,"boxscores/194410220was.htm"
"5",1944,"boxscores/194410220chi.htm"
"5",1944,"boxscores/194410220gnb.htm"
"5",1944,"boxscores/194410290nyg.htm"
"5",1944,"boxscores/194410290bkn.htm"
"5",1944,"boxscores/194410290det.htm"
"5",1944,"boxscores/194410290was.htm"
"5",1944,"boxscores/194410290chi.htm"
"5",1944,"boxscores/194411050bkn.htm"
"5",1944,"boxscores/194411050chi.htm"
"5",1944,"boxscores/194411050crd.htm"
"5",1944,"boxscores/194411050was.htm"
"5",1944,"boxscores/194411050nyg.htm"
"5",1944,"boxscores/194411120phi.htm"
"5",1944,"boxscores/194411120chi.htm"
"5",1944,"boxscores/194411120det.htm"
"5",1944,"boxscores/194411120bkn.htm"
"5",1944,"boxscores/194411120ram.htm"
"5",1944,"boxscores/194411190was.htm"
"5",1944,"boxscores/194411190crd.htm"
"5",1944,"boxscores/194411190det.htm"
"5",1944,"boxscores/194411190byk.htm"
"5",1944,"boxscores/194411190nyg.htm"
"5",1944,"boxscores/194411260nyg.htm"
"5",1944,"boxscores/194411260crd.htm"
"5",1944,"boxscores/194411260ram.htm"
"5",1944,"boxscores/194411260phi.htm"
"5",1944,"boxscores/194411260was.htm"
"5",1944,"boxscores/194412030nyg.htm"
"5",1944,"boxscores/194412030phi.htm"
"5",1944,"boxscores/194412030det.htm"
"5",1944,"boxscores/194412030crd.htm"
"5",1944,"boxscores/194412100was.htm"
"5",1944,"boxscores/194412100phi.htm"
"5",1944,"boxscores/194412170nyg.htm"
"6",1945,"boxscores/194509230crd.htm"
"6",1945,"boxscores/194509250byk.htm"
"6",1945,"boxscores/194509300gnb.htm"
"6",1945,"boxscores/194509300ram.htm"
"6",1945,"boxscores/194510070pit.htm"
"6",1945,"boxscores/194510070ram.htm"
"6",1945,"boxscores/194510070gnb.htm"
"6",1945,"boxscores/194510070byk.htm"
"6",1945,"boxscores/194510070phi.htm"
"6",1945,"boxscores/194510140chi.htm"
"6",1945,"boxscores/194510140byk.htm"
"6",1945,"boxscores/194510140det.htm"
"6",1945,"boxscores/194510140pit.htm"
"6",1945,"boxscores/194510140gnb.htm"
"6",1945,"boxscores/194510210nyg.htm"
"6",1945,"boxscores/194510210was.htm"
"6",1945,"boxscores/194510210gnb.htm"
"6",1945,"boxscores/194510210chi.htm"
"6",1945,"boxscores/194510210det.htm"
"6",1945,"boxscores/194510280nyg.htm"
"6",1945,"boxscores/194510280phi.htm"
"6",1945,"boxscores/194510280pit.htm"
"6",1945,"boxscores/194510280det.htm"
"6",1945,"boxscores/194510280gnb.htm"
"6",1945,"boxscores/194511040pit.htm"
"6",1945,"boxscores/194511040nyg.htm"
"6",1945,"boxscores/194511040byk.htm"
"6",1945,"boxscores/194511040chi.htm"
"6",1945,"boxscores/194511040was.htm"
"6",1945,"boxscores/194511110phi.htm"
"6",1945,"boxscores/194511110was.htm"
"6",1945,"boxscores/194511110ram.htm"
"6",1945,"boxscores/194511110chi.htm"
"6",1945,"boxscores/194511110pit.htm"
"6",1945,"boxscores/194511180phi.htm"
"6",1945,"boxscores/194511180nyg.htm"
"6",1945,"boxscores/194511180was.htm"
"6",1945,"boxscores/194511180byk.htm"
"6",1945,"boxscores/194511180crd.htm"
"6",1945,"boxscores/194511220det.htm"
"6",1945,"boxscores/194511250phi.htm"
"6",1945,"boxscores/194511250chi.htm"
"6",1945,"boxscores/194511250nyg.htm"
"6",1945,"boxscores/194512020ram.htm"
"6",1945,"boxscores/194512020nyg.htm"
"6",1945,"boxscores/194512020was.htm"
"6",1945,"boxscores/194512020crd.htm"
"6",1945,"boxscores/194512020det.htm"
"6",1945,"boxscores/194512090phi.htm"
"6",1945,"boxscores/194512090was.htm"
"6",1945,"boxscores/194512160ram.htm"
"7",1946,"boxscores/194609200pit.htm"
"7",1946,"boxscores/194609290gnb.htm"
"7",1946,"boxscores/194609290ram.htm"
"7",1946,"boxscores/194609290was.htm"
"7",1946,"boxscores/194609300crd.htm"
"7",1946,"boxscores/194610010byk.htm"
"7",1946,"boxscores/194610060phi.htm"
"7",1946,"boxscores/194610060was.htm"
"7",1946,"boxscores/194610060gnb.htm"
"7",1946,"boxscores/194610060crd.htm"
"7",1946,"boxscores/194610060pit.htm"
"7",1946,"boxscores/194610130pit.htm"
"7",1946,"boxscores/194610130chi.htm"
"7",1946,"boxscores/194610130was.htm"
"7",1946,"boxscores/194610130phi.htm"
"7",1946,"boxscores/194610130det.htm"
"7",1946,"boxscores/194610200byk.htm"
"7",1946,"boxscores/194610200gnb.htm"
"7",1946,"boxscores/194610200chi.htm"
"7",1946,"boxscores/194610200ram.htm"
"7",1946,"boxscores/194610200nyg.htm"
"7",1946,"boxscores/194610270nyg.htm"
"7",1946,"boxscores/194610270gnb.htm"
"7",1946,"boxscores/194610270was.htm"
"7",1946,"boxscores/194610270byk.htm"
"7",1946,"boxscores/194610270crd.htm"
"7",1946,"boxscores/194611030chi.htm"
"7",1946,"boxscores/194611030phi.htm"
"7",1946,"boxscores/194611030byk.htm"
"7",1946,"boxscores/194611030det.htm"
"7",1946,"boxscores/194611030pit.htm"
"7",1946,"boxscores/194611100was.htm"
"7",1946,"boxscores/194611100det.htm"
"7",1946,"boxscores/194611100nyg.htm"
"7",1946,"boxscores/194611100ram.htm"
"7",1946,"boxscores/194611100crd.htm"
"7",1946,"boxscores/194611170chi.htm"
"7",1946,"boxscores/194611170det.htm"
"7",1946,"boxscores/194611170nyg.htm"
"7",1946,"boxscores/194611170pit.htm"
"7",1946,"boxscores/194611170ram.htm"
"7",1946,"boxscores/194611240phi.htm"
"7",1946,"boxscores/194611240byk.htm"
"7",1946,"boxscores/194611240nyg.htm"
"7",1946,"boxscores/194611240chi.htm"
"7",1946,"boxscores/194611240gnb.htm"
"7",1946,"boxscores/194611280det.htm"
"7",1946,"boxscores/194612010was.htm"
"7",1946,"boxscores/194612010nyg.htm"
"7",1946,"boxscores/194612010phi.htm"
"7",1946,"boxscores/194612010chi.htm"
"7",1946,"boxscores/194612080det.htm"
"7",1946,"boxscores/194612080ram.htm"
"7",1946,"boxscores/194612080byk.htm"
"7",1946,"boxscores/194612080nyg.htm"
"7",1946,"boxscores/194612150nyg.htm"
"8",1947,"boxscores/194709210pit.htm"
"8",1947,"boxscores/194709280gnb.htm"
"8",1947,"boxscores/194709280crd.htm"
"8",1947,"boxscores/194709280phi.htm"
"8",1947,"boxscores/194709290byk.htm"
"8",1947,"boxscores/194709290pit.htm"
"8",1947,"boxscores/194710050byk.htm"
"8",1947,"boxscores/194710050phi.htm"
"8",1947,"boxscores/194710050crd.htm"
"8",1947,"boxscores/194710050gnb.htm"
"8",1947,"boxscores/194710050was.htm"
"8",1947,"boxscores/194710120byk.htm"
"8",1947,"boxscores/194710120chi.htm"
"8",1947,"boxscores/194710120was.htm"
"8",1947,"boxscores/194710120gnb.htm"
"8",1947,"boxscores/194710120det.htm"
"8",1947,"boxscores/194710190pit.htm"
"8",1947,"boxscores/194710190gnb.htm"
"8",1947,"boxscores/194710190chi.htm"
"8",1947,"boxscores/194710190ram.htm"
"8",1947,"boxscores/194710190nyg.htm"
"8",1947,"boxscores/194710260phi.htm"
"8",1947,"boxscores/194710260nyg.htm"
"8",1947,"boxscores/194710260was.htm"
"8",1947,"boxscores/194710260crd.htm"
"8",1947,"boxscores/194710260gnb.htm"
"8",1947,"boxscores/194711020crd.htm"
"8",1947,"boxscores/194711020gnb.htm"
"8",1947,"boxscores/194711020was.htm"
"8",1947,"boxscores/194711020byk.htm"
"8",1947,"boxscores/194711020det.htm"
"8",1947,"boxscores/194711090det.htm"
"8",1947,"boxscores/194711090nyg.htm"
"8",1947,"boxscores/194711090chi.htm"
"8",1947,"boxscores/194711090ram.htm"
"8",1947,"boxscores/194711090pit.htm"
"8",1947,"boxscores/194711160phi.htm"
"8",1947,"boxscores/194711160ram.htm"
"8",1947,"boxscores/194711160crd.htm"
"8",1947,"boxscores/194711160pit.htm"
"8",1947,"boxscores/194711160det.htm"
"8",1947,"boxscores/194711230byk.htm"
"8",1947,"boxscores/194711230nyg.htm"
"8",1947,"boxscores/194711230was.htm"
"8",1947,"boxscores/194711230chi.htm"
"8",1947,"boxscores/194711230ram.htm"
"8",1947,"boxscores/194711270det.htm"
"8",1947,"boxscores/194711300byk.htm"
"8",1947,"boxscores/194711300phi.htm"
"8",1947,"boxscores/194711300ram.htm"
"8",1947,"boxscores/194711300nyg.htm"
"8",1947,"boxscores/194712070phi.htm"
"8",1947,"boxscores/194712070chi.htm"
"8",1947,"boxscores/194712070nyg.htm"
"8",1947,"boxscores/194712070pit.htm"
"8",1947,"boxscores/194712070det.htm"
"8",1947,"boxscores/194712140ram.htm"
"8",1947,"boxscores/194712140phi.htm"
"8",1947,"boxscores/194712140chi.htm"
"8",1947,"boxscores/194712140was.htm"
"8",1947,"boxscores/194712210pit.htm"
"8",1947,"boxscores/194712280crd.htm"
"9",1948,"boxscores/194809170byk.htm"
"9",1948,"boxscores/194809220ram.htm"
"9",1948,"boxscores/194809230byk.htm"
"9",1948,"boxscores/194809240crd.htm"
"9",1948,"boxscores/194809260was.htm"
"9",1948,"boxscores/194809260gnb.htm"
"9",1948,"boxscores/194810030gnb.htm"
"9",1948,"boxscores/194810030ram.htm"
"9",1948,"boxscores/194810030was.htm"
"9",1948,"boxscores/194810030pit.htm"
"9",1948,"boxscores/194810040crd.htm"
"9",1948,"boxscores/194810090det.htm"
"9",1948,"boxscores/194810100gnb.htm"
"9",1948,"boxscores/194810100pit.htm"
"9",1948,"boxscores/194810100chi.htm"
"9",1948,"boxscores/194810100phi.htm"
"9",1948,"boxscores/194810170nyg.htm"
"9",1948,"boxscores/194810170chi.htm"
"9",1948,"boxscores/194810170was.htm"
"9",1948,"boxscores/194810170gnb.htm"
"9",1948,"boxscores/194810170byk.htm"
"9",1948,"boxscores/194810240nyg.htm"
"9",1948,"boxscores/194810240phi.htm"
"9",1948,"boxscores/194810240det.htm"
"9",1948,"boxscores/194810240gnb.htm"
"9",1948,"boxscores/194810240crd.htm"
"9",1948,"boxscores/194810310ram.htm"
"9",1948,"boxscores/194810310det.htm"
"9",1948,"boxscores/194810310chi.htm"
"9",1948,"boxscores/194810310pit.htm"
"9",1948,"boxscores/194810310was.htm"
"9",1948,"boxscores/194811070ram.htm"
"9",1948,"boxscores/194811070crd.htm"
"9",1948,"boxscores/194811070nyg.htm"
"9",1948,"boxscores/194811070byk.htm"
"9",1948,"boxscores/194811070pit.htm"
"9",1948,"boxscores/194811140pit.htm"
"9",1948,"boxscores/194811140was.htm"
"9",1948,"boxscores/194811140chi.htm"
"9",1948,"boxscores/194811140nyg.htm"
"9",1948,"boxscores/194811140phi.htm"
"9",1948,"boxscores/194811210phi.htm"
"9",1948,"boxscores/194811210crd.htm"
"9",1948,"boxscores/194811210det.htm"
"9",1948,"boxscores/194811210gnb.htm"
"9",1948,"boxscores/194811210byk.htm"
"9",1948,"boxscores/194811250det.htm"
"9",1948,"boxscores/194811280phi.htm"
"9",1948,"boxscores/194811280chi.htm"
"9",1948,"boxscores/194811280ram.htm"
"9",1948,"boxscores/194811280nyg.htm"
"9",1948,"boxscores/194812050was.htm"
"9",1948,"boxscores/194812050pit.htm"
"9",1948,"boxscores/194812050crd.htm"
"9",1948,"boxscores/194812050det.htm"
"9",1948,"boxscores/194812050byk.htm"
"9",1948,"boxscores/194812120chi.htm"
"9",1948,"boxscores/194812120phi.htm"
"9",1948,"boxscores/194812120ram.htm"
"9",1948,"boxscores/194812120nyg.htm"
"9",1948,"boxscores/194812190phi.htm"
"10",1949,"boxscores/194909220nyy.htm"
"10",1949,"boxscores/194909230ram.htm"
"10",1949,"boxscores/194909250gnb.htm"
"10",1949,"boxscores/194909250pit.htm"
"10",1949,"boxscores/194909260crd.htm"
"10",1949,"boxscores/194909300nyy.htm"
"10",1949,"boxscores/194910020gnb.htm"
"10",1949,"boxscores/194910020crd.htm"
"10",1949,"boxscores/194910030det.htm"
"10",1949,"boxscores/194910030pit.htm"
"10",1949,"boxscores/194910070nyy.htm"
"10",1949,"boxscores/194910080pit.htm"
